iter	Passed	Remaining
1686	8726	4655
1687	8732	4650
1688	8736	4645
1689	8742	4640
1690	8750	4636
1691	8756	4631
1692	8762	4627
1693	8769	4623
1694	8776	4618
1695	8783	4614
1696	8788	4609
1697	8794	4604
1698	8800	4599
1699	8806	4594
1700	8812	4590
1701	8816	4584
1702	8821	4579
1703	8828	4574
1704	8833	4569
1705	8839	4564
1706	8845	4560
1707	8851	4555
1708	8858	4550
1709	8863	4545
1710	8869	4540
1711	8875	4536
1712	8880	4531
1713	8886	4526
1714	8892	4521
1715	8897	4516
1716	8905	4512
1717	8910	4507
1718	8916	4502
1719	8922	4497
1720	8927	4492
1721	8932	4486
1722	8938	4482
1723	8943	4476
1724	8948	4471
1725	8954	4467
1726	8960	4462
1727	8966	4457
1728	8972	4452
1729	8977	4447
1730	8984	4442
1731	8990	4437
1732	8996	4433
1733	9000	4427
1734	9006	4422
1735	9012	4418
1736	9016	4412
1737	9021	4406
1738	9027	4402
1739	9034	4397
1740	9039	4392
1741	9046	4388
1742	9051	4383
1743	9057	4377
1744	9063	4373
1745	9069	4368
1746	9074	4363
1747	9080	4358
1748	9085	4353
1749	9092	4348
1750	9098	4343
1751	9103	4338
1752	9110	4334
1753	9112	4327
1754	9118	4322
1755	9124	4318
1756	9130	4313
1757	9136	4308
1758	9140	4302
1759	9145	4297
1760	9151	4292
1761	9157	4287
1762	9162	4282
1763	9169	4277
1764	9174	4272
1765	9180	4267
1766	9186	4262
1767	9191	4257
1768	9198	4253
1769	9204	4248
1770	9211	4244
1771	9217	4239
1772	9223	4234
1773	9228	4229
1774	9234	4224
1775	9240	4219
1776	9245	4214
1777	9252	4209
1778	9255	4203
1779	9262	4199
1780	9268	4194
1781	9274	4189
1782	9281	4185
1783	9286	4179
1784	9291	4174
1785	9299	4170
1786	9305	4165
1787	9313	4161
1788	9319	4156
1789	9324	4151
1790	9330	4147
1791	9336	4141
1792	9341	4136
1793	9347	4131
1794	9352	4126
1795	9358	4121
1796	9364	4117
1797	9371	4112
1798	9377	4107
1799	9383	4102
1800	9389	4097
1801	9395	4092
1802	9400	4087
1803	9406	4082
1804	9412	4077
1805	9418	4073
1806	9425	4068
1807	9431	4063
1808	9437	4058
1809	9442	4053
1810	9448	4048
1811	9454	4043
1812	9459	4038
1813	9462	4032
1814	9468	4027
1815	9474	4022
1816	9479	4017
1817	9485	4012
1818	9491	4007
1819	9496	4002
1820	9501	3996
1821	9507	3991
1822	9512	3986
1823	9518	3981
1824	9523	3976
1825	9529	3971
1826	9535	3966
1827	9541	3961
1828	9547	3956
1829	9553	3951
1830	9559	3946
1831	9565	3942
1832	9570	3936
1833	9576	3931
1834	9582	3926
1835	9587	3921
1836	9598	3918
1837	9604	3913
1838	9610	3908
1839	9616	3904
1840	9622	3899
1841	9628	3894
1842	9634	3889
1843	9638	3883
1844	9644	3878
1845	9650	3873
1846	9656	3868
1847	9662	3863
1848	9667	3858
1849	9674	3854
1850	9679	3848
1851	9685	3843
1852	9691	3839
1853	9698	3834
1854	9704	3829
1855	9709	3824
1856	9715	3819
1857	9720	3813
1858	9726	3809
1859	9731	3803
1860	9738	3799
1861	9744	3794
1862	9751	3789
1863	9757	3784
1864	9762	3779
1865	9769	3774
1866	9775	3769
1867	9782	3765
1868	9789	3760
1869	9795	3755
1870	9802	3751
1871	9808	3746
1872	9815	3741
1873	9821	3736
1874	9829	3732
1875	9836	3727
1876	9842	3723
1877	9849	3718
1878	9855	3713
1879	9859	3707
1880	9866	3703
1881	9873	3698
1882	9880	3693
1883	9886	3689
1884	9893	3684
1885	9900	3679
1886	9906	3675
1887	9910	3669
1888	9916	3664
1889	9923	3659
1890	9930	3654
1891	9936	3650
1892	9943	3645
1893	9949	3640
1894	9958	3636
1895	9966	3632
1896	9973	3627
1897	9979	3622
1898	9985	3617
1899	9991	3612
1900	9997	3607
1901	10002	3602
1902	10008	3597
1903	10013	3592
1904	10020	3587
1905	10025	3582
1906	10031	3577
1907	10037	3572
1908	10043	3566
1909	10049	3562
1910	10055	3557
1911	10061	3552
1912	10068	3547
1913	10074	3542
1914	10080	3537
1915	10086	3532
1916	10092	3527
1917	10097	3521
1918	10103	3516
1919	10108	3511
1920	10114	3506
1921	10120	3501
1922	10125	3496
1923	10133	3491
1924	10140	3487
1925	10147	3482
1926	10153	3477
1927	10160	3472
1928	10166	3467
1929	10172	3462
1930	10178	3457
1931	10185	3453
1932	10191	3448
1933	10196	3442
1934	10204	3438
1935	10210	3433
1936	10218	3429
1937	10225	3424
1938	10230	3419
1939	10237	3414
1940	10243	3409
1941	10250	3404
1942	10257	3399
1943	10265	3395
1944	10271	3390
1945	10278	3385
1946	10282	3380
1947	10287	3374
1948	10293	3369
1949	10300	3364
1950	10306	3359
1951	10312	3354
1952	10319	3349
1953	10324	3344
1954	10331	3339
1955	10336	3334
1956	10343	3329
1957	10347	3324
1958	10354	3319
1959	10358	3313
1960	10364	3308
1961	10370	3303
1962	10376	3298
1963	10382	3293
1964	10388	3288
1965	10395	3283
1966	10401	3278
1967	10408	3273
1968	10413	3268
1969	10420	3263
1970	10425	3258
1971	10431	3253
1972	10438	3248
1973	10443	3243
1974	10449	3237
1975	10454	3232
1976	10460	3227
1977	10467	3222
1978	10473	3217
1979	10480	3212
1980	10486	3207
1981	10491	3202
1982	10498	3197
1983	10504	3192
1984	10510	3187
1985	10516	3182
1986	10522	3177
1987	10531	3173
1988	10537	3168
1989	10543	3163
1990	10550	3158
1991	10555	3152
1992	10562	3148
1993	10565	3142
1994	10571	3137
1995	10578	3132
1996	10584	3127
1997	10590	3122
1998	10597	3117
1999	10602	3111
2000	10609	3106
2001	10615	3101
2002	10618	3095
2003	10624	3090
2004	10630	3085
2005	10635	3080
2006	10642	3075
2007	10647	3070
2008	10653	3065
2009	10659	3060
2010	10665	3054
2011	10672	3049
2012	10677	3044
2013	10682	3039
2014	10689	3034
2015	10694	3028
2016	10700	3023
2017	10705	3018
2018	10710	3013
2019	10716	3007
2020	10721	3002
2021	10727	2997
2022	10732	2992
2023	10738	2986
2024	10744	2981
2025	10749	2976
2026	10755	2971
2027	10760	2966
2028	10767	2961
2029	10772	2955
2030	10778	2950
2031	10783	2945
2032	10790	2940
2033	10797	2935
2034	10803	2930
2035	10809	2925
2036	10815	2920
2037	10821	2915
2038	10826	2909
2039	10832	2904
2040	10838	2899
2041	10844	2894
2042	10850	2889
2043	10855	2883
2044	10862	2878
2045	10868	2873
2046	10874	2868
2047	10880	2863
2048	10886	2858
2049	10893	2853
2050	10898	2848
2051	10905	2843
2052	10911	2838
2053	10916	2832
2054	10924	2828
2055	10930	2822
2056	10936	2817
2057	10942	2812
2058	10947	2807
2059	10953	2802
2060	10958	2796
2061	10964	2791
2062	10971	2786
2063	10976	2781
2064	10982	2776
2065	10988	2771
2066	10994	2766
2067	10999	2760
2068	11006	2755
2069	11012	2750
2070	11019	2745
2071	11028	2741
2072	11035	2736
2073	11041	2731
2074	11048	2726
2075	11053	2720
2076	11059	2715
2077	11066	2710
2078	11072	2705
2079	11078	2700
2080	11085	2695
2081	11091	2690
2082	11097	2685
2083	11103	2680
2084	11108	2674
2085	11116	2669
2086	11122	2664
2087	11129	2659
2088	11135	2654
2089	11144	2650
2090	11150	2644
2091	11157	2640
2092	11163	2634
2093	11169	2629
2094	11176	2624
2095	11182	2619
2096	11188	2614
2097	11195	2609
2098	11200	2604
2099	11207	2599
2100	11213	2593
2101	11219	2588
2102	11225	2583
2103	11231	2578
2104	11238	2573
2105	11244	2568
2106	11250	2562
2107	11257	2557
2108	11262	2552
2109	11269	2547
2110	11275	2542
2111	11281	2537
2112	11287	2532
2113	11293	2526
2114	11299	2521
2115	11305	2516
2116	11310	2511
2117	11317	2506
2118	11323	2500
2119	11330	2495
2120	11336	2490
2121	11342	2485
2122	11348	2480
2123	11354	2475
2124	11360	2469
2125	11366	2464
2126	11372	2459
2127	11379	2454
2128	11385	2449
2129	11391	2444
2130	11398	2439
2131	11405	2434
2132	11412	2429
2133	11417	2423
2134	11423	2418
2135	11429	2413
2136	11435	2408
2137	11441	2402
2138	11448	2397
2139	11452	2392
2140	11459	2387
2141	11465	2381
2142	11471	2376
2143	11478	2371
2144	11485	2366
2145	11492	2361
2146	11499	2356
2147	11506	2351
2148	11512	2346
2149	11519	2341
2150	11525	2336
2151	11531	2330
2152	11538	2325
2153	11544	2320
2154	11550	2315
2155	11556	2310
2156	11561	2304
2157	11567	2299
2158	11573	2294
2159	11576	2288
2160	11582	2283
2161	11588	2278
2162	11594	2272
2163	11600	2267
2164	11605	2262
2165	11611	2256
2166	11616	2251
2167	11622	2246
2168	11627	2240
2169	11633	2235
2170	11639	2230
2171	11645	2225
2172	11651	2219
2173	11656	2214
2174	11662	2209
2175	11669	2204
2176	11674	2198
2177	11680	2193
2178	11685	2188
2179	11690	2182
2180	11696	2177
2181	11702	2172
2182	11706	2166
2183	11712	2161
2184	11717	2155
2185	11723	2150
2186	11726	2144
2187	11731	2139
2188	11736	2133
2189	11742	2128
2190	11748	2123
2191	11753	2117
2192	11756	2112
2193	11762	2106
2194	11768	2101
2195	11774	2096
2196	11780	2091
2197	11785	2085
2198	11791	2080
2199	11797	2075
2200	11804	2070
2201	11810	2064
2202	11815	2059
2203	11821	2054
2204	11826	2048
2205	11832	2043
2206	11837	2038
2207	11843	2032
2208	11848	2027
2209	11854	2022
2210	11859	2016
2211	11865	2011
2212	11871	2006
2213	11876	2000
2214	11882	1995
2215	11887	1990
2216	11893	1984
2217	11899	1979
2218	11904	1974
2219	11909	1968
2220	11916	1963
2221	11921	1958
2222	11925	1952
2223	11932	1947
2224	11938	1942
2225	11943	1936
2226	11947	1931
2227	11953	1926
2228	11958	1920
2229	11964	1915
2230	11969	1909
2231	11974	1904
2232	11980	1899
2233	11985	1893
2234	11991	1888
2235	11996	1883
2236	12002	1877
2237	12008	1872
2238	12013	1867
2239	12018	1861
2240	12025	1856
2241	12030	1851
2242	12035	1845
2243	12041	1840
2244	12046	1835
2245	12052	1829
2246	12057	1824
2247	12063	1819
2248	12069	1813
2249	12075	1808
2250	12080	1803
2251	12086	1797
2252	12091	1792
2253	12097	1787
2254	12103	1781
2255	12108	1776
2256	12114	1771
2257	12120	1765
2258	12125	1760
2259	12131	1755
2260	12137	1750
2261	12142	1744
2262	12148	1739
2263	12153	1733
2264	12158	1728
2265	12165	1723
2266	12170	1717
2267	12175	1712
2268	12181	1707
2269	12186	1701
2270	12192	1696
2271	12198	1691
2272	12204	1685
2273	12210	1680
2274	12215	1675
2275	12220	1669
2276	12226	1664
2277	12232	1659
2278	12237	1653
2279	12243	1648
2280	12248	1643
2281	12254	1637
2282	12260	1632
2283	12265	1627
2284	12270	1621
2285	12276	1616
2286	12282	1611
2287	12287	1605
2288	12293	1600
2289	12298	1595
2290	12303	1589
2291	12309	1584
2292	12315	1579
2293	12320	1573
2294	12326	1568
2295	12332	1563
2296	12339	1557
2297	12344	1552
2298	12349	1547
2299	12355	1541
2300	12360	1536
2301	12365	1530
2302	12371	1525
2303	12375	1520
2304	12380	1514
2305	12386	1509
2306	12391	1503
2307	12396	1498
2308	12399	1492
2309	12403	1487
2310	12409	1482
2311	12415	1476
2312	12422	1471
2313	12426	1466
2314	12436	1461
2315	12441	1455
2316	12448	1450
2317	12454	1445
2318	12460	1440
2319	12467	1434
2320	12473	1429
2321	12479	1424
2322	12485	1418
2323	12491	1413
2324	12498	1408
2325	12504	1403
2326	12510	1397
2327	12516	1392
2328	12521	1387
2329	12528	1381
2330	12533	1376
2331	12538	1371
2332	12544	1365
2333	12549	1360
2334	12555	1354
2335	12560	1349
2336	12566	1344
2337	12569	1338
2338	12575	1333
2339	12581	1328
2340	12587	1322
2341	12593	1317
2342	12598	1312
2343	12604	1306
2344	12610	1301
2345	12615	1295
2346	12621	1290
2347	12626	1285
2348	12632	1279
2349	12638	1274
2350	12643	1269
2351	12648	1263
2352	12654	1258
2353	12660	1253
2354	12665	1247
2355	12669	1242
2356	12674	1236
2357	12679	1231
2358	12684	1225
2359	12690	1220
2360	12695	1215
2361	12699	1209
2362	12704	1204
2363	12710	1199
2364	12715	1193
2365	12720	1188
2366	12727	1182
2367	12732	1177
2368	12738	1172
2369	12744	1166
2370	12749	1161
2371	12755	1156
2372	12758	1150
2373	12763	1145
2374	12769	1139
2375	12775	1134
2376	12780	1129
2377	12786	1123
2378	12791	1118
2379	12796	1113
2380	12803	1107
2381	12808	1102
2382	12813	1096
2383	12819	1091
2384	12824	1086
2385	12829	1080
2386	12835	1075
2387	12840	1070
2388	12845	1064
2389	12852	1059
2390	12857	1053
2391	12862	1048
2392	12868	1043
2393	12873	1037
2394	12879	1032
2395	12885	1027
2396	12890	1021
2397	12897	1016
2398	12902	1011
2399	12908	1005
2400	12914	1000
2401	12920	995
2402	12925	989
2403	12930	984
2404	12936	978
2405	12942	973
2406	12947	968
2407	12952	962
2408	12958	957
2409	12963	952
2410	12968	946
2411	12974	941
2412	12980	935
2413	12986	930
2414	12992	925
2415	12997	919
2416	13003	914
2417	13009	909
2418	13015	903
2419	13021	898
2420	13026	893
2421	13031	887
2422	13036	882
2423	13042	877
2424	13045	871
2425	13050	866
2426	13057	860
2427	13062	855
2428	13066	849
2429	13072	844
2430	13075	839
2431	13080	833
2432	13086	828
2433	13091	822
2434	13096	817
2435	13102	812
2436	13107	806
2437	13113	801
2438	13119	796
2439	13124	790
2440	13129	785
2441	13135	779
2442	13140	774
2443	13146	769
2444	13152	763
2445	13157	758
2446	13162	753
2447	13168	747
2448	13174	742
2449	13180	737
2450	13186	731
2451	13191	726
2452	13198	720
2453	13203	715
2454	13210	710
2455	13216	704
2456	13221	699
2457	13227	694
2458	13233	688
2459	13238	683
2460	13244	678
2461	13250	672
2462	13256	667
2463	13262	662
2464	13268	656
2465	13274	651
2466	13280	645
2467	13283	640
2468	13290	635
2469	13295	629
2470	13300	624
2471	13305	618
2472	13310	613
2473	13315	608
2474	13321	602
2475	13327	597
2476	13332	592
2477	13338	586
2478	13344	581
2479	13349	575
2480	13355	570
2481	13360	565
2482	13365	559
2483	13371	554
2484	13377	549
2485	13391	544
2486	13397	538
2487	13403	533
2488	13409	527
2489	13416	522
2490	13421	517
2491	13425	511
2492	13432	506
2493	13438	501
2494	13444	495
2495	13450	490
2496	13456	485
2497	13461	479
2498	13467	474
2499	13472	468
2500	13478	463
2501	13484	458
2502	13489	452
2503	13496	447
2504	13501	441
2505	13506	436
2506	13513	431
2507	13516	425
2508	13521	420
2509	13527	415
2510	13533	409
2511	13538	404
2512	13544	398
2513	13549	393
2514	13555	388
2515	13560	382
2516	13565	377
2517	13571	371
2518	13576	366
2519	13580	361
2520	13586	355
2521	13591	350
2522	13596	344
2523	13602	339
2524	13608	334
2525	13613	328
2526	13619	323
2527	13624	317
2528	13630	312
2529	13636	307
2530	13641	301
2531	13648	296
2532	13654	291
2533	13660	285
2534	13665	280
2535	13671	274
2536	13676	269
2537	13683	264
2538	13688	258
2539	13693	253
2540	13700	248
2541	13705	242
2542	13710	237
2543	13716	231
2544	13722	226
2545	13728	221
2546	13733	215
2547	13738	210
2548	13743	204
2549	13749	199
2550	13754	194
2551	13760	188
2552	13765	183
2553	13770	177
2554	13775	172
2555	13781	167
2556	13786	161
2557	13791	156
2558	13796	150
2559	13800	145
2560	13805	140
2561	13811	134
2562	13816	129
2563	13822	123
2564	13828	118
2565	13833	113
2566	13840	107
2567	13845	102
2568	13851	97
2569	13854	91
2570	13860	86
2571	13865	80
2572	13871	75
2573	13876	70
2574	13879	64
2575	13884	59
2576	13890	53
2577	13895	48
2578	13901	43
2579	13907	37
2580	13912	32
2581	13919	26
2582	13921	21
2583	13926	16
2584	13932	10
2585	13938	5
2586	13943	0
